pmid,primary_domain,domains
41505702,Gastroenterology & hepatology
41505435,Gastroenterology & hepatology
41505337,Gastroenterology & hepatology
41505133,Gastroenterology & hepatology
41504949,Gastroenterology & hepatology
41503704,Gastroenterology & hepatology
41503693,Gastroenterology & hepatology
41503551,Gastroenterology & hepatology
41499005,Gastroenterology & hepatology
41498462,Gastroenterology & hepatology
41498032,Gastroenterology & hepatology
41498016,Gastroenterology & hepatology
41497980,Gastroenterology & hepatology
41496107,Gastroenterology & hepatology
41496057,Gastroenterology & hepatology
41496049,Gastroenterology & hepatology
41496048,Gastroenterology & hepatology
41496032,Gastroenterology & hepatology
41496026,Gastroenterology & hepatology
41496023,Gastroenterology & hepatology
41495287,Gastroenterology & hepatology
41495023,Gastroenterology & hepatology
41493848,Gastroenterology & hepatology
41493829,Gastroenterology & hepatology
41493826,Gastroenterology & hepatology
41493654,Gastroenterology & hepatology
41491857,Gastroenterology & hepatology
41491174,Gastroenterology & hepatology
41491129,Gastroenterology & hepatology
41490862,Gastroenterology & hepatology
41490744,Gastroenterology & hepatology
41490255,Gastroenterology & hepatology
41488657,Gastroenterology & hepatology
41488639,Gastroenterology & hepatology
41487942,Gastroenterology & hepatology
41486360,Gastroenterology & hepatology
41483410,Gastroenterology & hepatology
41483251,Gastroenterology & hepatology
41483196,Gastroenterology & hepatology
41483156,Gastroenterology & hepatology
41483070,Gastroenterology & hepatology
41483013,Gastroenterology & hepatology
41482667,Gastroenterology & hepatology
41482646,Gastroenterology & hepatology
41482406,Gastroenterology & hepatology
41482386,Gastroenterology & hepatology
41482383,Gastroenterology & hepatology
41482369,Gastroenterology & hepatology
41481708,Gastroenterology & hepatology
41481590,Gastroenterology & hepatology
41481553,Gastroenterology & hepatology
41480329,Gastroenterology & hepatology
41480326,Gastroenterology & hepatology
41480323,Gastroenterology & hepatology
41479922,Gastroenterology & hepatology
41479913,Gastroenterology & hepatology
41479760,Gastroenterology & hepatology
41479758,Gastroenterology & hepatology
41479757,Gastroenterology & hepatology
41479754,Gastroenterology & hepatology
41479751,Gastroenterology & hepatology
41479749,Gastroenterology & hepatology
41479645,Gastroenterology & hepatology
41479644,Gastroenterology & hepatology
41479641,Gastroenterology & hepatology
41479639,Gastroenterology & hepatology
41479549,Gastroenterology & hepatology
41479548,Gastroenterology & hepatology
41479267,Gastroenterology & hepatology
41477595,Gastroenterology & hepatology
41477530,Gastroenterology & hepatology
41477239,Gastroenterology & hepatology
41477180,Gastroenterology & hepatology
41477112,Gastroenterology & hepatology
41475818,Gastroenterology & hepatology
41474968,Gastroenterology & hepatology
41474806,Gastroenterology & hepatology
41473771,Gastroenterology & hepatology
41472739,Gastroenterology & hepatology
41472731,Gastroenterology & hepatology
41472213,Gastroenterology & hepatology
41470870,Gastroenterology & hepatology
41470863,Gastroenterology & hepatology
41470816,Gastroenterology & hepatology
41470798,Gastroenterology & hepatology
41470792,Gastroenterology & hepatology
41470786,Gastroenterology & hepatology
41470783,Gastroenterology & hepatology
41470757,Gastroenterology & hepatology
41470196,Gastroenterology & hepatology
41470190,Gastroenterology & hepatology
41470176,Gastroenterology & hepatology
41470167,Gastroenterology & hepatology
41470165,Gastroenterology & hepatology
41470162,Gastroenterology & hepatology
41470151,Gastroenterology & hepatology
41470104,Gastroenterology & hepatology
41470094,Gastroenterology & hepatology
41469866,Gastroenterology & hepatology
41469694,Gastroenterology & hepatology
41469651,Gastroenterology & hepatology
41469612,Gastroenterology & hepatology
41469605,Gastroenterology & hepatology
41469061,Gastroenterology & hepatology
41468440,Gastroenterology & hepatology
41467943,Gastroenterology & hepatology
41466260,Gastroenterology & hepatology
41466221,Gastroenterology & hepatology
41466219,Gastroenterology & hepatology
41466006,Gastroenterology & hepatology
41465997,Gastroenterology & hepatology
41465988,Gastroenterology & hepatology
41465959,Gastroenterology & hepatology
41465949,Gastroenterology & hepatology
41465947,Gastroenterology & hepatology
41465598,Gastroenterology & hepatology
41465494,Gastroenterology & hepatology
41465478,Gastroenterology & hepatology
41465474,Gastroenterology & hepatology
41465464,Gastroenterology & hepatology
41465447,Gastroenterology & hepatology
41465425,Gastroenterology & hepatology
41465408,Gastroenterology & hepatology
41465370,Gastroenterology & hepatology
41465354,Gastroenterology & hepatology
41465348,Gastroenterology & hepatology
41465338,Gastroenterology & hepatology
41465302,Gastroenterology & hepatology
41465213,Gastroenterology & hepatology
41465205,Gastroenterology & hepatology
41465184,Gastroenterology & hepatology
41465104,Gastroenterology & hepatology
41463380,Gastroenterology & hepatology
41462416,Gastroenterology & hepatology
41462407,Gastroenterology & hepatology
41462406,Gastroenterology & hepatology
41462327,Gastroenterology & hepatology
41462237,Gastroenterology & hepatology
41462162,Gastroenterology & hepatology
41462109,Gastroenterology & hepatology
41462108,Gastroenterology & hepatology
41462107,Gastroenterology & hepatology
41461741,Gastroenterology & hepatology
41461740,Gastroenterology & hepatology
41461683,Gastroenterology & hepatology
41460785,Gastroenterology & hepatology
41460581,Gastroenterology & hepatology
41460360,Gastroenterology & hepatology
41460326,Gastroenterology & hepatology
41459728,Gastroenterology & hepatology
41459538,Gastroenterology & hepatology
41459494,Gastroenterology & hepatology
41459492,Gastroenterology & hepatology
41459153,Gastroenterology & hepatology
41458540,Gastroenterology & hepatology
41458255,Gastroenterology & hepatology
41457064,Gastroenterology & hepatology
41456501,Gastroenterology & hepatology
41455870,Gastroenterology & hepatology
41454957,Gastroenterology & hepatology
41454663,Gastroenterology & hepatology
41454639,Gastroenterology & hepatology
41454572,Gastroenterology & hepatology
41454399,Gastroenterology & hepatology
41453773,Gastroenterology & hepatology
41452928,Gastroenterology & hepatology
41452875,Gastroenterology & hepatology
41452628,Gastroenterology & hepatology
41451998,Gastroenterology & hepatology
41451774,Gastroenterology & hepatology
41451235,Gastroenterology & hepatology
41451232,Gastroenterology & hepatology
41451208,Gastroenterology & hepatology
41451197,Gastroenterology & hepatology
41450537,Gastroenterology & hepatology
41450176,Gastroenterology & hepatology
41450117,Gastroenterology & hepatology
41449751,Gastroenterology & hepatology
41449408,Gastroenterology & hepatology
41449278,Gastroenterology & hepatology
41448713,Gastroenterology & hepatology
41446633,Gastroenterology & hepatology
41445729,Gastroenterology & hepatology
41444931,Gastroenterology & hepatology
41444902,Gastroenterology & hepatology
41444530,Gastroenterology & hepatology
41444420,Gastroenterology & hepatology
41444211,Gastroenterology & hepatology
41443755,Gastroenterology & hepatology
41442229,Gastroenterology & hepatology
41442059,Gastroenterology & hepatology
41441974,Gastroenterology & hepatology
41440558,Gastroenterology & hepatology
41440530,Gastroenterology & hepatology
41440185,Gastroenterology & hepatology
41439111,Gastroenterology & hepatology
41438746,Gastroenterology & hepatology
41438738,Gastroenterology & hepatology
41438615,Gastroenterology & hepatology
41438107,Gastroenterology & hepatology
41437173,Gastroenterology & hepatology
41437063,Gastroenterology & hepatology
41436685,Gastroenterology & hepatology
41436494,Gastroenterology & hepatology
41436493,Gastroenterology & hepatology
41432801,Gastroenterology & hepatology
41432778,Gastroenterology & hepatology
41431864,Gastroenterology & hepatology
41431209,Gastroenterology & hepatology
41431063,Gastroenterology & hepatology
41431038,Gastroenterology & hepatology
41431037,Gastroenterology & hepatology
41431018,Gastroenterology & hepatology
41431012,Gastroenterology & hepatology
41431010,Gastroenterology & hepatology
41430999,Gastroenterology & hepatology
41430973,Gastroenterology & hepatology
41430971,Gastroenterology & hepatology
41429712,Gastroenterology & hepatology
41429599,Gastroenterology & hepatology
41429453,Gastroenterology & hepatology
41428943,Gastroenterology & hepatology
41428744,Gastroenterology & hepatology
41428701,Gastroenterology & hepatology
41426708,Gastroenterology & hepatology
41426674,Gastroenterology & hepatology
41426078,Gastroenterology & hepatology
41425579,Gastroenterology & hepatology
41425577,Gastroenterology & hepatology
41425573,Gastroenterology & hepatology
41425503,Gastroenterology & hepatology
41425270,Gastroenterology & hepatology
41424862,Gastroenterology & hepatology
41424854,Gastroenterology & hepatology
41424727,Gastroenterology & hepatology
41424456,Gastroenterology & hepatology
41424433,Gastroenterology & hepatology
41424427,Gastroenterology & hepatology
41424412,Gastroenterology & hepatology
41424370,Gastroenterology & hepatology
41424121,Gastroenterology & hepatology
41424085,Gastroenterology & hepatology
41423748,Gastroenterology & hepatology
41423703,Gastroenterology & hepatology
41423315,Gastroenterology & hepatology
41423256,Gastroenterology & hepatology
41422374,Gastroenterology & hepatology
41421798,Gastroenterology & hepatology
41420724,Gastroenterology & hepatology
41420497,Gastroenterology & hepatology
41420273,Gastroenterology & hepatology
41419965,Gastroenterology & hepatology
41419948,Gastroenterology & hepatology
41419904,Gastroenterology & hepatology
41419829,Gastroenterology & hepatology
41419513,Gastroenterology & hepatology
41419501,Gastroenterology & hepatology
41419466,Gastroenterology & hepatology
41417851,Gastroenterology & hepatology
41417758,Gastroenterology & hepatology
41417165,Gastroenterology & hepatology
41417098,Gastroenterology & hepatology
41416586,Gastroenterology & hepatology
41416445,Gastroenterology & hepatology
41416065,Gastroenterology & hepatology
41415867,Gastroenterology & hepatology
41414833,Gastroenterology & hepatology
41414827,Gastroenterology & hepatology
41414645,Gastroenterology & hepatology
41413573,Gastroenterology & hepatology
41413153,Gastroenterology & hepatology
41413108,Gastroenterology & hepatology
41413106,Gastroenterology & hepatology
41413085,Gastroenterology & hepatology
